College Name,University Name,District,Students,Students Male,Students Female,Teachers,Placement Percentage,Scholarships,Pass Percentage,Attendance Percentage,Infrastructure Score,AI Risk Score,Budget Lakhs,NAAC Grade,Academic Year
"Pillai College of Engineering, Chandrapur",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3527,2323,1204,283,80,816,72,81,70,16,231,A++,2022
"Pillai College of Engineering, Chandrapur",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3912,2111,1801,317,83,837,73,82,70,12,245,A++,2023
"Pillai College of Engineering, Chandrapur",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,4154,1936,2218,281,86,856,75,82,71,11,263,A++,2024
"Pillai College of Engineering, Chandrapur",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,4141,2490,1651,287,89,845,72,83,72,16,294,A++,2025
"Vishwakarma Institute of Technology, Wadala",SNDT Women's University,Akola,3914,1681,2233,246,49,667,83,91,69,80,200,A+,2022
"Vishwakarma Institute of Technology, Wadala",SNDT Women's University,Akola,4087,2023,2064,228,52,724,84,92,66,82,217,A+,2023
"Vishwakarma Institute of Technology, Wadala",SNDT Women's University,Akola,4098,2219,1879,216,46,719,85,91,69,79,224,A+,2024
"Vishwakarma Institute of Technology, Wadala",SNDT Women's University,Akola,4323,2449,1874,239,46,691,81,92,66,79,236,A+,2025
"Rajarambapu Institute of Technology, Wadala",Savitribai Phule Pune University,Ahmednagar,1641,965,676,61,55,337,88,69,58,11,513,B+,2022
"Rajarambapu Institute of Technology, Wadala",Savitribai Phule Pune University,Ahmednagar,1811,975,836,66,57,367,88,66,59,10,562,B+,2023
"Rajarambapu Institute of Technology, Wadala",Savitribai Phule Pune University,Ahmednagar,1810,1079,731,63,55,369,90,65,60,8,623,B+,2024
"Rajarambapu Institute of Technology, Wadala",Savitribai Phule Pune University,Ahmednagar,2051,1075,976,61,61,327,89,69,58,9,661,B+,2025
"Smt. Kashibai Navale College of Engineering, Ratnagiri",North Maharashtra University,Nandurbar,681,345,336,37,85,92,86,87,79,97,233,B+,2022
"Smt. Kashibai Navale College of Engineering, Ratnagiri",North Maharashtra University,Nandurbar,739,436,303,33,87,92,80,87,78,100,243,B+,2023
"Smt. Kashibai Navale College of Engineering, Ratnagiri",North Maharashtra University,Nandurbar,742,358,384,36,91,86,82,88,77,97,268,B+,2024
"Smt. Kashibai Navale College of Engineering, Ratnagiri",North Maharashtra University,Nandurbar,807,383,424,34,93,102,87,87,77,97,269,B+,2025
"Sanjay Ghodawat Institute, Aurangabad",North Maharashtra University,Jalgaon,5477,2490,2987,350,52,336,73,97,85,50,1106,A,2022
"Sanjay Ghodawat Institute, Aurangabad",North Maharashtra University,Jalgaon,5639,3453,2186,350,52,340,69,95,84,48,1202,A,2023
"Sanjay Ghodawat Institute, Aurangabad",North Maharashtra University,Jalgaon,6000,3472,2528,350,51,325,70,97,83,46,1255,A,2024
"Sanjay Ghodawat Institute, Aurangabad",North Maharashtra University,Jalgaon,6000,3049,2951,350,57,293,72,97,85,46,1333,A,2025
"D.Y. Patil Institute of Engineering, Amravati 91",Dr. Babasaheb Ambedkar Technological University,Akola,2715,1267,1448,120,80,253,68,67,79,24,941,B+,2022
"D.Y. Patil Institute of Engineering, Amravati 91",Dr. Babasaheb Ambedkar Technological University,Akola,2798,1469,1329,127,75,229,69,71,80,24,983,B+,2023
"D.Y. Patil Institute of Engineering, Amravati 91",Dr. Babasaheb Ambedkar Technological University,Akola,2891,1935,956,120,74,228,68,67,80,23,1034,B+,2024
"D.Y. Patil Institute of Engineering, Amravati 91",Dr. Babasaheb Ambedkar Technological University,Akola,3027,1535,1492,122,80,219,68,70,80,25,1136,B+,2025
"Rajarambapu Institute of Technology, Chandrapur",SNDT Women's University,Beed,2984,1514,1470,152,80,446,82,77,97,90,1242,B,2022
"Rajarambapu Institute of Technology, Chandrapur",SNDT Women's University,Beed,3172,1432,1740,142,82,432,80,75,96,90,1351,B,2023
"Rajarambapu Institute of Technology, Chandrapur",SNDT Women's University,Beed,3331,2108,1223,143,80,455,80,73,97,89,1426,B,2024
"Rajarambapu Institute of Technology, Chandrapur",SNDT Women's University,Beed,3362,1509,1853,148,87,497,79,74,94,91,1466,B,2025
"Sinhgad Institute of Technology, Chandrapur",Shivaji University,Kolhapur,2013,1176,837,85,60,382,61,90,85,76,806,A++,2022
"Sinhgad Institute of Technology, Chandrapur",Shivaji University,Kolhapur,2174,1376,798,86,57,361,60,86,85,74,873,A++,2023
"Sinhgad Institute of Technology, Chandrapur",Shivaji University,Kolhapur,2224,1444,780,84,59,382,64,88,87,73,840,A++,2024
"Sinhgad Institute of Technology, Chandrapur",Shivaji University,Kolhapur,2431,1183,1248,88,60,421,63,86,85,74,911,A++,2025
"Fr. Conceicao Rodrigues College of Engineering, Chandrapur 17",University of Mumbai,Palghar,938,519,419,64,89,184,90,91,100,50,1191,A++,2022
"Fr. Conceicao Rodrigues College of Engineering, Chandrapur 17",University of Mumbai,Palghar,1000,614,386,63,91,178,90,93,100,50,1268,A++,2023
"Fr. Conceicao Rodrigues College of Engineering, Chandrapur 17",University of Mumbai,Palghar,1030,541,489,56,94,183,93,91,100,53,1369,A++,2024
"Fr. Conceicao Rodrigues College of Engineering, Chandrapur 17",University of Mumbai,Palghar,1130,503,627,58,94,168,96,91,100,53,1390,A++,2025
"Rajarambapu Institute of Technology, Aurangabad 83",Savitribai Phule Pune University,Pune,4003,2244,1759,187,71,278,94,76,100,19,898,B++,2022
"Rajarambapu Institute of Technology, Aurangabad 83",Savitribai Phule Pune University,Pune,4170,2556,1614,179,66,319,94,77,98,18,995,B++,2023
"Rajarambapu Institute of Technology, Aurangabad 83",Savitribai Phule Pune University,Pune,4644,2712,1932,189,70,283,98,78,100,15,999,B++,2024
"Rajarambapu Institute of Technology, Aurangabad 83",Savitribai Phule Pune University,Pune,4506,2682,1824,173,68,316,98,77,100,19,1018,B++,2025
"Dwarkadas J. Sanghvi College of Engineering, Mumbai 67",Savitribai Phule Pune University,Nashik,1770,999,771,125,89,158,94,82,57,33,475,A,2022
"Dwarkadas J. Sanghvi College of Engineering, Mumbai 67",Savitribai Phule Pune University,Nashik,1722,900,822,120,88,165,91,82,57,33,486,A,2023
"Dwarkadas J. Sanghvi College of Engineering, Mumbai 67",Savitribai Phule Pune University,Nashik,1940,1025,915,128,93,171,96,81,56,33,523,A,2024
"Dwarkadas J. Sanghvi College of Engineering, Mumbai 67",Savitribai Phule Pune University,Nashik,1949,1253,696,125,96,156,95,82,55,32,537,A,2025
"Smt. Kashibai Navale College of Engineering, Karad",University of Mumbai,Raigad,5104,2586,2518,267,75,911,94,75,62,84,1252,A,2022
"Smt. Kashibai Navale College of Engineering, Karad",University of Mumbai,Raigad,5442,3161,2281,253,82,966,98,76,62,81,1323,A,2023
"Smt. Kashibai Navale College of Engineering, Karad",University of Mumbai,Raigad,5477,3111,2366,267,76,958,95,76,62,85,1432,A,2024
"Smt. Kashibai Navale College of Engineering, Karad",University of Mumbai,Raigad,5682,3735,1947,267,79,821,100,73,61,82,1475,A,2025
"Ramrao Adik Institute of Technology, Shirur",North Maharashtra University,Dhule,796,377,419,32,45,54,96,80,91,26,1162,B+,2022
"Ramrao Adik Institute of Technology, Shirur",North Maharashtra University,Dhule,779,449,330,32,45,50,98,79,90,28,1185,B+,2023
"Ramrao Adik Institute of Technology, Shirur",North Maharashtra University,Dhule,871,562,309,35,50,50,97,81,90,28,1360,B+,2024
"Ramrao Adik Institute of Technology, Shirur",North Maharashtra University,Dhule,912,509,403,30,52,56,95,81,93,29,1455,B+,2025
"Atharva College of Engineering, Shirur",SNDT Women's University,Latur,2800,1440,1360,155,92,363,89,70,93,4,376,B,2022
"Atharva College of Engineering, Shirur",SNDT Women's University,Latur,2814,1785,1029,156,86,369,88,70,95,5,429,B,2023
"Atharva College of Engineering, Shirur",SNDT Women's University,Latur,3138,1489,1649,140,87,351,92,70,94,10,427,B,2024
"Atharva College of Engineering, Shirur",SNDT Women's University,Latur,3096,1658,1438,156,91,358,92,67,94,5,466,B,2025
"Fr. Conceicao Rodrigues College of Engineering, Satara",SNDT Women's University,Aurangabad,1478,958,520,98,90,167,84,89,59,97,797,B+,2022
"Fr. Conceicao Rodrigues College of Engineering, Satara",SNDT Women's University,Aurangabad,1654,761,893,102,89,161,81,91,59,99,816,B+,2023
"Fr. Conceicao Rodrigues College of Engineering, Satara",SNDT Women's University,Aurangabad,1780,1017,763,92,88,165,85,92,60,97,902,B+,2024
"Fr. Conceicao Rodrigues College of Engineering, Satara",SNDT Women's University,Aurangabad,1715,873,842,92,97,167,83,91,60,99,904,B+,2025
"Dwarkadas J. Sanghvi College of Engineering, Karad",Shivaji University,Kolhapur,1385,644,741,97,56,114,60,83,74,77,855,B++,2022
"Dwarkadas J. Sanghvi College of Engineering, Karad",Shivaji University,Kolhapur,1405,812,593,95,58,114,62,84,76,79,970,B++,2023
"Dwarkadas J. Sanghvi College of Engineering, Karad",Shivaji University,Kolhapur,1606,1025,581,97,66,119,66,82,75,80,940,B++,2024
"Dwarkadas J. Sanghvi College of Engineering, Karad",Shivaji University,Kolhapur,1634,1090,544,92,63,112,66,85,73,81,992,B++,2025
"Walchand College of Engineering, Kolhapur 74",SNDT Women's University,Chandrapur,1670,809,861,86,75,241,81,95,51,13,841,A+,2022
"Walchand College of Engineering, Kolhapur 74",SNDT Women's University,Chandrapur,1692,1141,551,86,78,213,77,94,51,12,867,A+,2023
"Walchand College of Engineering, Kolhapur 74",SNDT Women's University,Chandrapur,1777,859,918,93,82,231,81,94,52,14,953,A+,2024
"Walchand College of Engineering, Kolhapur 74",SNDT Women's University,Chandrapur,1854,834,1020,84,79,214,82,95,53,10,1004,A+,2025
"Dwarkadas J. Sanghvi College of Engineering, Thane 28",Shivaji University,Sindhudurg,832,535,297,65,79,143,88,85,86,0,287,A,2022
"Dwarkadas J. Sanghvi College of Engineering, Thane 28",Shivaji University,Sindhudurg,862,422,440,71,78,136,91,83,85,0,323,A,2023
"Dwarkadas J. Sanghvi College of Engineering, Thane 28",Shivaji University,Sindhudurg,888,436,452,70,78,139,88,82,86,0,325,A,2024
"Dwarkadas J. Sanghvi College of Engineering, Thane 28",Shivaji University,Sindhudurg,1020,553,467,66,76,143,94,83,83,4,349,A,2025
"Atharva College of Engineering, Aurangabad 94",Savitribai Phule Pune University,Ahmednagar,3255,1822,1433,260,45,539,70,88,86,35,233,B++,2022
"Atharva College of Engineering, Aurangabad 94",Savitribai Phule Pune University,Ahmednagar,3382,2022,1360,292,48,520,70,88,85,34,250,B++,2023
"Atharva College of Engineering, Aurangabad 94",Savitribai Phule Pune University,Ahmednagar,3686,2364,1322,278,48,495,74,89,87,39,266,B++,2024
"Atharva College of Engineering, Aurangabad 94",Savitribai Phule Pune University,Ahmednagar,3608,1761,1847,293,51,499,73,88,86,39,283,B++,2025
"St. John College of Engineering, Navi Mumbai",Shivaji University,Ratnagiri,5134,2723,2411,239,54,362,66,88,75,42,1149,A,2022
"St. John College of Engineering, Navi Mumbai",Shivaji University,Ratnagiri,5235,2820,2415,235,52,378,68,90,74,46,1198,A,2023
"St. John College of Engineering, Navi Mumbai",Shivaji University,Ratnagiri,5597,3501,2096,237,58,421,70,89,75,46,1256,A,2024
"St. John College of Engineering, Navi Mumbai",Shivaji University,Ratnagiri,5663,2614,3049,252,58,438,65,91,75,41,1327,A,2025
"K.K. Wagh Institute of Engineering Education, Navi Mumbai",University of Mumbai,Mumbai Suburban,759,392,367,53,67,145,92,95,60,74,1054,A++,2022
"K.K. Wagh Institute of Engineering Education, Navi Mumbai",University of Mumbai,Mumbai Suburban,824,361,463,61,69,161,96,93,60,78,1095,A++,2023
"K.K. Wagh Institute of Engineering Education, Navi Mumbai",University of Mumbai,Mumbai Suburban,793,383,410,57,68,153,97,94,58,75,1235,A++,2024
"K.K. Wagh Institute of Engineering Education, Navi Mumbai",University of Mumbai,Mumbai Suburban,825,515,310,58,70,165,94,95,59,75,1241,A++,2025
"K.J. Somaiya College of Engineering, Nanded 41",University of Mumbai,Thane,4985,2563,2422,220,64,796,94,95,84,59,1158,B++,2022
"K.J. Somaiya College of Engineering, Nanded 41",University of Mumbai,Thane,5343,3363,1980,243,69,763,93,97,83,63,1215,B++,2023
"K.J. Somaiya College of Engineering, Nanded 41",University of Mumbai,Thane,5349,2947,2402,243,70,835,94,97,83,64,1237,B++,2024
"K.J. Somaiya College of Engineering, Nanded 41",University of Mumbai,Thane,5621,3176,2445,217,65,886,97,95,86,63,1403,B++,2025
"Shri Guru Gobind Singhji Institute of Engineering, Kalyan 48",Shivaji University,Sangli,1250,548,702,51,82,141,63,94,67,80,1146,B,2022
"Shri Guru Gobind Singhji Institute of Engineering, Kalyan 48",Shivaji University,Sangli,1365,734,631,52,85,153,61,97,67,80,1268,B,2023
"Shri Guru Gobind Singhji Institute of Engineering, Kalyan 48",Shivaji University,Sangli,1406,593,813,48,82,135,60,97,67,84,1326,B,2024
"Shri Guru Gobind Singhji Institute of Engineering, Kalyan 48",Shivaji University,Sangli,1527,947,580,50,86,153,65,97,66,81,1461,B,2025
"Sanjay Ghodawat Institute, Jalgaon 75",Dr. Babasaheb Ambedkar Technological University,Latur,5066,2366,2700,221,90,1150,70,80,51,72,305,B+,2022
"Sanjay Ghodawat Institute, Jalgaon 75",Dr. Babasaheb Ambedkar Technological University,Latur,5724,3383,2341,228,93,1073,68,79,52,76,313,B+,2023
"Sanjay Ghodawat Institute, Jalgaon 75",Dr. Babasaheb Ambedkar Technological University,Latur,5519,3607,1912,237,98,986,73,79,54,70,335,B+,2024
"Sanjay Ghodawat Institute, Jalgaon 75",Dr. Babasaheb Ambedkar Technological University,Latur,5967,2825,3142,235,94,1001,69,82,51,71,369,B+,2025
"Bharti Vidyapeeth College of Engineering, Pune",Dr. Babasaheb Ambedkar Technological University,Amravati,1930,1056,874,117,95,328,88,66,96,17,1043,B++,2022
"Bharti Vidyapeeth College of Engineering, Pune",Dr. Babasaheb Ambedkar Technological University,Amravati,2020,1088,932,106,97,327,93,66,96,16,1183,B++,2023
"Bharti Vidyapeeth College of Engineering, Pune",Dr. Babasaheb Ambedkar Technological University,Amravati,2301,1226,1075,122,96,315,93,66,97,17,1140,B++,2024
"Bharti Vidyapeeth College of Engineering, Pune",Dr. Babasaheb Ambedkar Technological University,Amravati,2462,1501,961,123,93,310,90,67,94,15,1281,B++,2025
"Bharti Vidyapeeth College of Engineering, Karad",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,4281,2320,1961,246,55,660,96,86,85,46,1349,B++,2022
"Bharti Vidyapeeth College of Engineering, Karad",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,4495,2089,2406,284,55,644,97,85,85,42,1489,B++,2023
"Bharti Vidyapeeth College of Engineering, Karad",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,4629,2189,2440,261,59,665,94,88,85,42,1500,B++,2024
"Bharti Vidyapeeth College of Engineering, Karad",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,5027,3273,1754,246,57,665,93,88,86,48,1500,B++,2025
"Ramrao Adik Institute of Technology, Wadala",SNDT Women's University,Yavatmal,4117,1898,2219,273,59,399,76,77,71,98,655,B+,2022
"Ramrao Adik Institute of Technology, Wadala",SNDT Women's University,Yavatmal,4491,2512,1979,278,57,418,79,79,69,97,684,B+,2023
"Ramrao Adik Institute of Technology, Wadala",SNDT Women's University,Yavatmal,4483,2598,1885,306,65,434,83,81,69,96,694,B+,2024
"Ramrao Adik Institute of Technology, Wadala",SNDT Women's University,Yavatmal,4547,3023,1524,283,60,456,83,80,70,99,721,B+,2025
"Terna Engineering College, Solapur",SNDT Women's University,Latur,3014,1410,1604,164,96,603,78,74,87,89,1142,B++,2022
"Terna Engineering College, Solapur",SNDT Women's University,Latur,3198,1654,1544,150,92,607,81,73,85,89,1149,B++,2023
"Terna Engineering College, Solapur",SNDT Women's University,Latur,3296,1506,1790,148,96,539,78,70,88,86,1309,B++,2024
"Terna Engineering College, Solapur",SNDT Women's University,Latur,3445,2225,1220,172,100,573,78,73,87,87,1322,B++,2025
"St. John College of Engineering, Sangli 99",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,2705,1597,1108,227,91,176,86,81,98,64,506,A+,2022
"St. John College of Engineering, Sangli 99",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,2870,1545,1325,212,92,191,87,79,98,61,532,A+,2023
"St. John College of Engineering, Sangli 99",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3097,1402,1695,217,95,194,86,83,98,59,582,A+,2024
"St. John College of Engineering, Sangli 99",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3002,1601,1401,244,90,198,91,80,99,64,625,A+,2025
"Bharti Vidyapeeth College of Engineering, Wardha",North Maharashtra University,Dhule,2615,1230,1385,201,83,505,73,80,53,86,1116,B+,2022
"Bharti Vidyapeeth College of Engineering, Wardha",North Maharashtra University,Dhule,2650,1664,986,186,84,497,76,79,54,83,1115,B+,2023
"Bharti Vidyapeeth College of Engineering, Wardha",North Maharashtra University,Dhule,2670,1561,1109,194,84,482,77,81,53,84,1170,B+,2024
"Bharti Vidyapeeth College of Engineering, Wardha",North Maharashtra University,Dhule,3094,1621,1473,187,91,524,77,81,54,83,1342,B+,2025
"D.Y. Patil Institute of Engineering, Satara",Dr. Babasaheb Ambedkar Technological University,Latur,1469,645,824,138,80,330,72,93,90,57,1004,B,2022
"D.Y. Patil Institute of Engineering, Satara",Dr. Babasaheb Ambedkar Technological University,Latur,1518,827,691,126,80,343,68,92,93,61,1021,B,2023
"D.Y. Patil Institute of Engineering, Satara",Dr. Babasaheb Ambedkar Technological University,Latur,1723,755,968,143,82,325,71,89,91,58,1111,B,2024
"D.Y. Patil Institute of Engineering, Satara",Dr. Babasaheb Ambedkar Technological University,Latur,1779,1098,681,123,80,352,73,89,93,58,1208,B,2025
"Smt. Kashibai Navale College of Engineering, Solapur 37",Shivaji University,Sangli,5234,2368,2866,350,97,350,99,79,85,91,159,A,2022
"Smt. Kashibai Navale College of Engineering, Solapur 37",Shivaji University,Sangli,5843,2625,3218,348,93,405,98,80,85,92,172,A,2023
"Smt. Kashibai Navale College of Engineering, Solapur 37",Shivaji University,Sangli,5620,3429,2191,350,97,357,100,80,86,94,173,A,2024
"Smt. Kashibai Navale College of Engineering, Solapur 37",Shivaji University,Sangli,5876,3644,2232,350,97,407,100,81,85,94,197,A,2025
"Sinhgad Institute of Technology, Satara 23",North Maharashtra University,Dhule,3377,1731,1646,140,59,744,78,66,52,40,1134,A++,2022
"Sinhgad Institute of Technology, Satara 23",North Maharashtra University,Dhule,3826,2428,1398,151,59,801,81,68,50,39,1187,A++,2023
"Sinhgad Institute of Technology, Satara 23",North Maharashtra University,Dhule,3979,2336,1643,142,55,724,82,66,51,39,1336,A++,2024
"Sinhgad Institute of Technology, Satara 23",North Maharashtra University,Dhule,4226,2238,1988,149,55,761,83,68,52,39,1453,A++,2025
"K.K. Wagh Institute of Engineering Education, Nashik 43",Shivaji University,Satara,5079,2659,2420,291,78,1196,65,96,79,31,456,B++,2022
"K.K. Wagh Institute of Engineering Education, Nashik 43",Shivaji University,Satara,5482,2719,2763,274,73,1200,71,97,80,37,490,B++,2023
